"","ciudad","semana_ano","dia_semana_inicio","vegetacion_noreste","vegetacion_noroeste","vegetacion_sureste","vegetacion_suroeste","precipitacion","temperatura_aire","humedad_relativa","humedad_especifica","temperatura_promedio","temperatura_maxima","temperatura_minima","casos_totales"
"182","iq",52,"2003-12-24",0.2850778,0.2306556,0.2676444,0.2647778,49.42,296.297142857,96.9371428571,17.1728571429,27.3,33.1,22.3,1
"183","iq",1,"2004-01-01",0.2025714,0.1989667,0.2445571,0.1879571,NA,NA,NA,NA,NA,NA,NA,4
"184","iq",2,"2004-01-08",0.24942,0.30885,0.2086286,0.2590143,78.53,297.437142857,95.7942857143,18.2557142857,27.4333333333,34.2,22.4,5
"185","iq",3,"2004-01-15",0.32786,0.29844,0.30672,0.34024,63.47,297.752857143,96.1285714286,18.7128571429,28.7,34.1,23.1,8
"186","iq",4,"2004-01-22",0.3205857,0.3365286,0.2566,0.3441143,29.23,299.62,82.4671428571,17.4914285714,28.7333333333,34.6,21.8,5
"187","iq",5,"2004-01-29",0.2330143,0.2351857,0.1964857,0.2055429,4.65,300.9,65.2842857143,14.5485714286,28.925,35.6,22.3,2
"188","iq",6,"2004-02-05",0.1235429,0.0993,0.1128571,0.1172,13.2,299.902857143,72.9271428571,15.5671428571,29.2,36.4,20.6,3
"189","iq",7,"2004-02-12",0.2787429,0.2987571,0.3127143,0.3048286,24.83,298.27,86.7657142857,17.1742857143,27.925,33.3,22.8,3
"190","iq",8,"2004-02-19",0.2366286,0.1670429,0.1970286,0.2225143,39.06,298.081428571,87.7185714286,17.2085714286,26.6,35.5,22,1
"191","iq",9,"2004-02-26",0.3190571,0.3352333,0.2176286,0.3000286,125.04,297.882857143,93.0128571429,17.95,27.4666666667,34.4,20.6,6
"192","iq",10,"2004-03-04",0.2094714,0.2086571,0.1715,0.1935714,52.08,297.981428571,92.5614285714,18.0942857143,28.4,34.5,22.3,4
"193","iq",11,"2004-03-11",0.3076833,0.2140167,0.33865,0.3110429,80.33,296.777142857,96.2885714286,17.61,28,33.5,22.5,1
"194","iq",12,"2004-03-18",0.3859857,0.4247833,0.3514143,0.3465286,137.83,297.887142857,93.6285714286,18.2485714286,28.3,34.3,21.7,2
"195","iq",13,"2004-03-25",0.3062833,0.19872,0.02988,0.29015,120.1,297.312857143,96.2385714286,18.2371428571,28.65,34,23.6,3
"196","iq",14,"2004-04-01",0.136,0.138,0.1862333,0.1294333,101.22,297.202857143,97.9414285714,18.47,28.0666666667,33.9,22.7,1
"197","iq",15,"2004-04-08",0.3592143,0.3348429,0.2791571,0.3612714,47.26,297.812857143,96.4985714286,18.8257142857,27.65,33.1,22.3,8
"198","iq",16,"2004-04-15",0.2441857,0.1958286,0.1747,0.1882286,61.8,298.217142857,92.32,18.3085714286,28.0333333333,33.6,21.7,4
"199","iq",17,"2004-04-22",0.3742857,0.3308,0.2340333,0.2549429,113.62,297.78,94.7885714286,18.4085714286,28,34.5,22.5,6
"200","iq",18,"2004-04-29",0.27884,0.1637667,0.1911833,0.3266286,65.82,297.127142857,97.8085714286,18.34,27.5333333333,32.9,22.6,7
"201","iq",19,"2004-05-06",0.1575667,0.1215429,0.1904143,0.1225333,83.93,297.798571429,95.1157142857,18.5114285714,27.2333333333,33.3,22,5
"202","iq",20,"2004-05-13",0.1716667,0.1522333,0.1598333,0.1769,34.81,296.414285714,93.8971428571,16.7785714286,27.3,33,19.5,8
"203","iq",21,"2004-05-20",0.2254667,0.18515,0.1942,0.2483167,173.45,297.602857143,91.6271428571,17.4014285714,26.65,34.2,22.5,6
"204","iq",22,"2004-05-27",0.1903143,0.07784286,0.1931714,0.1023286,35.43,297.305714286,93.5757142857,17.5,NA,33.3,20.5,5
"205","iq",23,"2004-06-03",0.1073,0.1170667,0.1967857,0.1106143,88.62,296.767142857,94.6928571429,17.2128571429,27.5,32.8,19.8,6
"206","iq",24,"2004-06-10",0.2378429,0.2350833,0.1669571,0.2119714,85.28,295.574285714,96.8757142857,16.42,26.8,32,20.9,6
"207","iq",25,"2004-06-17",0.3329571,0.191,0.2340429,0.3255143,94.52,296.204285714,92.3714285714,16.1385714286,25.9,33.3,21.5,13
"208","iq",26,"2004-06-24",0.2392333,0.1535429,0.1328286,0.1970429,32.95,295.634285714,90.4471428571,15.3128571429,25.075,32.1,18.6,2
"209","iq",27,"2004-07-01",0.2572143,0.3249286,0.1978,0.1967571,46.39,296.151428571,94.6685714286,16.5142857143,25.9,30.9,21.1,10
"210","iq",28,"2004-07-08",0.3175571,0.3013857,0.2793714,0.3355429,83.94,296.617142857,90.9057142857,16.2528571429,26.55,32,21.8,3
"211","iq",29,"2004-07-15",0.2328286,0.2737667,0.2338,0.1532429,48.09,297.501428571,85.1585714286,15.86,26.8,33.1,20.5,12
"212","iq",30,"2004-07-22",0.2679429,0.2995,0.2177,0.2849857,53.78,296.812857143,90.9285714286,16.48,26.3,32.1,21.9,7
"213","iq",31,"2004-07-29",0.2089,0.1555,0.2203,0.2542571,85.96,296.017142857,92.5271428571,15.9757142857,NA,32.9,19.4,6
"214","iq",32,"2004-08-05",0.2489,0.2659571,0.2185286,0.2375571,29.82,297.517142857,79.7185714286,14.6942857143,NA,34,18.3,5
"215","iq",33,"2004-08-12",0.1910714,0.227,0.1685286,0.2957,18.44,296.53,79.2357142857,13.8242857143,NA,31.3,20,6
"216","iq",34,"2004-08-19",0.3931286,0.3286429,0.2767714,0.3885143,23.78,297.82,78.4814285714,14.9614285714,NA,NA,21.7,6
"217","iq",35,"2004-08-26",0.3113,0.2609286,0.2330143,0.2997857,42.86,298.142857143,83.1728571429,16.0771428571,NA,32.8,20.4,6
"218","iq",36,"2004-09-02",0.3343571,0.3720286,0.3420143,0.2845857,147.32,297.771428571,86.54,16.4842857143,27.1,32,20.9,8
"219","iq",37,"2004-09-09",0.1302667,0.15128,0.1108143,0.1174857,46.58,298.457142857,88.7428571429,17.67,27.4,34.3,23,6
"220","iq",38,"2004-09-16",0.2680714,0.2102286,0.2273429,0.32515,36.64,297.721428571,91.2,17.44,27.1666666667,33,20.4,9
"221","iq",39,"2004-09-23",0.3915333,0.3207286,0.1595857,0.3325286,48.68,298.628571429,79.5571428571,15.9014285714,28,34.7,18.8,12
"222","iq",40,"2004-09-30",0.2754571,0.2193,0.2612571,0.3283857,85.69,299.17,84.8071428571,17.7114285714,28.65,35.5,21.8,19
"223","iq",41,"2004-10-07",0.2614714,0.1862429,0.3057286,0.2577429,52.27,297.568571429,88.8257142857,16.8242857143,26.975,33,20.6,8
"224","iq",42,"2004-10-14",0.3523286,0.2841714,0.3764143,0.3553429,65.25,298.057142857,94.16,18.5471428571,28.55,34.5,21.4,16
"225","iq",43,"2004-10-21",0.2538429,0.1996667,0.3036857,0.2235571,35.61,299.428571429,85.0657142857,17.9014285714,27.7,35.6,22.4,21
"226","iq",44,"2004-10-28",0.2953286,0.2312286,0.2604,0.3197714,74.01,298.441428571,87.87,17.5371428571,27.4,35.8,21.3,6
"227","iq",45,"2004-11-04",0.4148857,0.3245571,0.2727429,0.3656714,91.63,299.504285714,84.8271428571,17.8057142857,28.35,34.9,21.8,22
"228","iq",46,"2004-11-11",0.3466857,0.3154143,0.2708571,0.3742,74.68,297.168571429,96.3542857143,18.1214285714,27.2,33.7,22.4,37
"229","iq",47,"2004-11-18",0.2278714,0.1945,0.1909143,0.2095571,74.08,299.418571429,84.6114285714,17.7385714286,28.25,35.8,22.5,33
"230","iq",48,"2004-11-25",0.2153167,0.1672857,0.2026286,0.2191286,71.98,297.958571429,95.2514285714,18.7142857143,28,35.3,22.6,18
"231","iq",49,"2004-12-02",0.2019429,0.1593667,0.1590429,0.2410857,53.01,299.177142857,87.13,18.11,27.9,34.1,22.4,83
"232","iq",50,"2004-12-09",0.3234286,0.3095143,0.2758286,0.3359,70.04,297.787142857,93.9385714286,18.2071428571,NA,NA,NA,116
"233","iq",51,"2004-12-16",0.2611429,0.2033143,0.2437429,0.2363571,49.56,298.701428571,88.78,18.04,28.375,34,22.6,32
"234","iq",52,"2004-12-23",0.3648625,0.3266,0.4031125,0.3162,109.83,298.404285714,93.2528571429,18.8557142857,27.8,33.3,22.6,7
"235","iq",53,"2005-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"236","iq",1,"2005-01-08",0.3148429,0.1866286,0.3033,0.2704,70.6,298.162857143,93.0057142857,18.37,28.5,33.2,23,10
"237","iq",2,"2005-01-15",0.3044143,0.3612571,0.3126,0.3156286,93.73,297.662857143,95.53,18.4085714286,28.4,34.2,22.5,5
"238","iq",3,"2005-01-22",0.3459333,0.3118,0.291,0.3379714,60.52,300.068571429,83.3,18.2585714286,28.8666666667,35.5,22.5,8
"239","iq",4,"2005-01-29",0.3643667,0.2779143,0.2925571,0.2806857,25.67,299.648571429,87.3128571429,18.6457142857,28.8666666667,35.1,22.1,7
"240","iq",5,"2005-02-05",0.1582286,0.16725,0.1518143,0.1266,88.96,299.061428571,89.4271428571,18.6357142857,28.525,35.4,22.2,8
"241","iq",6,"2005-02-12",0.2151857,0.1728143,0.2623,0.2283571,52.61,296.752857143,95.9771428571,17.5757142857,27.4666666667,32.8,21.4,11
"242","iq",7,"2005-02-19",0.1995,0.2024571,0.2189,0.1806857,125.35,298.027142857,95.7485714286,18.9471428571,27.5,32.3,22.3,6
"243","iq",8,"2005-02-26",0.2011,0.2081429,0.2812143,0.2109,46.98,298.295714286,91.5771428571,18.2014285714,28.65,35.2,22.4,7
"244","iq",9,"2005-03-05",0.2937167,0.2696167,0.2308,0.2771,54.22,298.158571429,94.4014285714,18.7314285714,28.2666666667,33.8,23.3,7
"245","iq",10,"2005-03-12",0.1558429,0.1370833,0.2418714,0.1464286,155.54,297.957142857,97.6871428571,19.2742857143,26.8,34.8,23.4,14
"246","iq",11,"2005-03-19",0.2515167,0.1817667,0.1545286,0.2099571,162.51,297.314285714,92.2671428571,17.3985714286,28.7,33.8,22.5,7
"247","iq",12,"2005-03-26",0.2150714,0.2127,0.1209286,0.2354286,99.37,298.37,89.82,17.82,27.72,33.4,22.5,9
"248","iq",13,"2005-04-02",0.3816857,0.3683143,0.3837714,0.3666571,55.12,297.37,93.8014285714,17.6242857143,28.25,34.3,20.8,13
"249","iq",14,"2005-04-09",0.3091143,0.2173571,0.3001,0.2446571,87.41,297.708571429,92.4171428571,17.8928571429,28.1,33.8,21.6,16
"250","iq",15,"2005-04-16",0.1869333,0.1447571,0.1957429,0.1824286,40.03,297.701428571,97.3228571429,18.8857142857,27.65,32.9,22.5,7
"251","iq",16,"2005-04-23",0.2082833,0.1649167,0.2776667,0.1962667,37.6,297.437142857,97.3814285714,18.5971428571,28.85,34,22.7,9
"252","iq",17,"2005-04-30",0.2141,0.2315333,0.1616857,0.2017714,78.8,297.927142857,97.1628571429,19.1528571429,28.6,33.8,23.7,2
"253","iq",18,"2005-05-07",0.1465333,0.1345833,0.1343143,0.1880571,33.29,297.33,95.9371428571,18.1814285714,25.8,33.5,21,13
"254","iq",19,"2005-05-14",0.2484333,0.2341,0.2020667,0.1930667,49.07,298.684285714,88.2942857143,17.94,27.9,34.6,21,8
"255","iq",20,"2005-05-21",0.2700857,0.1737571,0.2104571,0.2297429,56.22,297.532857143,93.9185714286,17.9571428571,NA,33.2,23.6,3
"256","iq",21,"2005-05-28",0.3118143,0.3585429,0.2806571,0.2474571,43.14,299.005714286,84.6585714286,17.4071428571,27.4,33.6,22.4,5
"257","iq",22,"2005-06-04",0.3782857,0.3693714,0.3631857,0.3612429,61.75,298.434285714,86.7014285714,17.2,NA,33.9,20.9,4
"258","iq",23,"2005-06-11",0.1395143,0.1401,0.14235,0.1185429,40.44,297.304285714,94.5928571429,17.7885714286,27.1,32.4,22,8
"259","iq",24,"2005-06-18",0.2890857,0.2256429,0.2247143,0.2651286,104.83,297.377142857,89.1942857143,16.8242857143,27.6666666667,33.3,22,2
"260","iq",25,"2005-06-25",0.2915571,0.2460714,0.3518571,0.2604571,50.88,297.857142857,84.4671428571,16.1685714286,27.35,32.8,22.4,3
"261","iq",26,"2005-07-02",0.2747143,0.1780143,0.2843143,0.2271714,23.6,296.82,88.3871428571,15.8771428571,26.8333333333,33.7,20.8,5
"262","iq",27,"2005-07-09",0.2008,0.2010667,0.1622667,0.2214,43.24,297.865714286,84.6928571429,16.0385714286,27.8,34.5,21.6,7
"263","iq",28,"2005-07-16",0.3869286,0.3350571,0.3298429,0.4413429,109.71,296.988571429,77.3728571429,13.9285714286,27.8,34.2,17.6,3
"264","iq",29,"2005-07-23",0.1680286,0.1343286,0.1865571,0.1472571,27.33,297.794285714,75.6971428571,14.1914285714,26.55,33.8,18.2,5
"265","iq",30,"2005-07-30",0.3474857,0.2537,0.2769571,0.3653143,42.32,296.898571429,84.2385714286,15.26,21.4,32.3,18.5,6
"266","iq",31,"2005-08-06",0.3286857,0.3132571,0.2262143,0.2740143,0,298.221428571,75.5714285714,14.6085714286,26.25,32.3,19.2,5
"267","iq",32,"2005-08-13",0.2826429,0.2270286,0.2825571,0.239,38.17,298.925714286,74.8557142857,15.15,27.325,33.5,19.8,5
"268","iq",33,"2005-08-20",0.2669857,0.2939286,0.336,0.2924857,17.85,299.605714286,64.6585714286,13.59,NA,32.8,17.3,4
"269","iq",34,"2005-08-27",0.3288,0.2715571,0.2723,0.3005,69.62,298.428571429,83.8542857143,16.44,27.75,35,20.3,0
"270","iq",35,"2005-09-03",0.4568333,0.3595833,0.35945,0.3801167,12.81,298.184285714,79.6471428571,15.4285714286,26.8,35.2,21.4,0
"271","iq",36,"2005-09-10",0.3354286,0.2007143,0.3228857,0.3091429,36.98,300.058571429,71.9714285714,15.5185714286,NA,NA,21.8,0
"272","iq",37,"2005-09-17",0.2394286,0.2148714,0.2390429,0.2276,18.66,298.88,83.73,17.2228571429,NA,NA,NA,0
"273","iq",38,"2005-09-24",0.1845667,0.1952571,0.1543857,0.2124833,2.56,298.498571429,76.5957142857,15.06,25.7666666667,34.3,16.9,0
"274","iq",39,"2005-10-01",0.4054167,0.4287714,0.3706,0.4210857,29.8,301.175714286,67.2128571429,15.3314285714,28.65,37.1,20.7,2
"275","iq",40,"2005-10-08",0.3321571,0.3463667,0.2586143,0.3210429,54.7,299.11,74.9528571429,15.4357142857,28.8,36.3,21,4
"276","iq",41,"2005-10-15",0.3734286,0.2774833,0.3742286,0.3522714,60,299.515714286,75.5085714286,15.9157142857,28.5,37,22.3,4
"277","iq",42,"2005-10-22",0.3072571,0.2782143,0.3548286,0.2869571,73.97,299.578571429,81.6914285714,17.4171428571,29.1,36.5,21.7,3
"278","iq",43,"2005-10-29",0.3635571,0.3000429,0.2898286,0.3261429,100.06,298.065714286,89.1428571429,17.3642857143,28.3,34.3,21.3,3
"279","iq",44,"2005-11-05",0.1875714,0.2133714,0.1718571,0.1789571,59.15,299.458571429,87.2314285714,18.55,28.2333333333,34.3,21.8,5
"280","iq",45,"2005-11-12",0.3938,0.2986286,0.4019857,0.4103714,75.36,298.6,89.31,17.9742857143,NA,34.6,22.3,6
"281","iq",46,"2005-11-19",0.4424286,0.3481714,0.3430714,0.4731429,49.87,298.31,93.1771428571,18.5828571429,27.6,34.5,21.5,14
"282","iq",47,"2005-11-26",0.2825714,0.2206,0.2882143,0.2400857,72.34,299.412857143,90.3485714286,19.1942857143,28.5,35,21.8,3
"283","iq",48,"2005-12-03",0.3178143,0.3027,0.3369429,0.4171286,78.52,299.42,86.4085714286,18.3042857143,28.2666666667,34.3,21.7,7
"284","iq",49,"2005-12-10",0.3585857,0.2194857,0.2579143,0.2992714,60.5,299.217142857,87.7214285714,18.3642857143,28.1,34.8,21.5,11
"285","iq",50,"2005-12-17",0.1984429,0.1941,0.1930143,0.247,46.91,298.574285714,92.9571428571,18.9457142857,28.1,34,22.3,2
"286","iq",51,"2005-12-24",0.180575,0.1413333,0.2552833,0.1383714,151,298.021428571,95.6742857143,18.9157142857,28.3,33.6,22.9,6
"287","iq",52,"2006-01-01",0.3546,0.21995,0.3225167,0.2563333,114.58,298.181428571,93.8214285714,18.5842857143,27.45,32.7,22.4,8
"288","iq",1,"2006-01-08",0.1995143,0.2393429,0.2276571,0.2155,38.78,298.832857143,73.1614285714,14.5242857143,NA,34.5,19.7,25
"289","iq",2,"2006-01-15",0.2284,0.2020714,0.19475,0.23035,138.46,298.728571429,88.3357142857,18.1657142857,27.78,34.5,21.4,21
"290","iq",3,"2006-01-22",0.1743,0.1336429,0.1117571,0.1944286,88.85,298.46,89.9557142857,17.9414285714,NA,33.8,21.5,10
"291","iq",4,"2006-01-29",0.1517667,0.1377,0.1478,0.1607833,49.32,297.188571429,93.1142857143,17.3642857143,27.3,33.5,22.3,28
"292","iq",5,"2006-02-05",0.3791143,0.3053286,0.3459714,0.3715714,34.17,297.165714286,97.32,18.2642857143,NA,33.7,21.5,39
"293","iq",6,"2006-02-12",0.2568143,0.13605,0.1978286,0.2583143,71.87,297.64,95.8271428571,18.4428571429,28,32.6,23.6,20
"294","iq",7,"2006-02-19",0.3827,0.2506,0.2436571,0.2856,44.35,297.064285714,91.0985714286,16.9271428571,28.6,33.8,24.2,24
"295","iq",8,"2006-02-26",0.2621143,0.1248,0.2153571,0.1447857,23.44,298.938571429,86.0314285714,17.6057142857,28.24,34.3,21.3,28
"296","iq",9,"2006-03-05",0.1786667,0.1959333,0.1412667,0.1282833,79.13,298.252857143,92.6057142857,18.4014285714,27.4333333333,32.9,21.9,26
"297","iq",10,"2006-03-12",0.4246286,0.4113,0.3731857,0.3158571,94.99,297.925714286,96.36,18.9028571429,28,33.3,21.9,8
"298","iq",11,"2006-03-19",0.1924286,0.1158857,0.1940571,0.1712714,121.69,297.931428571,93.3471428571,18.2,27.975,33.7,22.4,9
"299","iq",12,"2006-03-26",0.2885667,0.17954,0.2972714,0.2236429,120.62,297.494285714,93.7871428571,17.9114285714,27.4,32.3,23,12
"300","iq",13,"2006-04-02",0.24505,0.18885,0.2235333,0.1816667,121.46,298.04,95.0242857143,18.7342857143,28.3,33.7,22,18
"301","iq",14,"2006-04-09",0.2416714,0.2054,0.1560143,0.2833143,41.68,297.774285714,91.8114285714,17.61,27.9333333333,33.7,22.6,9
"302","iq",15,"2006-04-16",0.3011286,0.2650571,0.2553143,0.2626857,75.33,297.825714286,95.51,18.7142857143,28.3,33.9,21.4,9
"303","iq",16,"2006-04-23",0.3309,0.2654714,0.3195571,0.2849429,69.6,298.061428571,92.1114285714,18.0828571429,27.4,32.8,22.5,6
"304","iq",17,"2006-04-30",0.2055714,0.23605,0.1919143,0.1393714,74.93,296.85,90.8642857143,16.5585714286,27,33.5,19.5,6
"305","iq",18,"2006-05-07",0.1516,0.0846,0.1763143,0.1137286,65.07,297.63,93.6357142857,17.9628571429,27.85,33.3,22.5,8
"306","iq",19,"2006-05-14",0.2866571,0.1871571,0.2665143,0.2874571,127.24,296.184285714,96.0985714286,16.9771428571,24.3,32.3,21.7,5
"307","iq",20,"2006-05-21",0.3392857,0.3482857,0.3158286,0.3745714,1.52,296.054285714,72.0342857143,12.1114285714,25.2,31.7,19.4,7
"308","iq",21,"2006-05-28",0.2065143,0.1171429,0.1692714,0.1700714,91.4,297.992857143,80.3857142857,15.46,27.4666666667,34,21.7,6
"309","iq",22,"2006-06-04",0.09837143,0.1010667,0.1863143,0.09775,79.48,295.987142857,92.5057142857,16.0257142857,25.6,31.9,19.3,5
"310","iq",23,"2006-06-11",0.3404429,0.1908571,0.3513429,0.2586143,130.66,297.044285714,93.4757142857,17.1957142857,26.2,33,21.5,3
"311","iq",24,"2006-06-18",0.1732714,0.185,0.1369286,0.1680429,84.99,297.427142857,87.2142857143,16.2585714286,28.1,34.4,21.4,1
"312","iq",25,"2006-06-25",0.22138,0.22336,0.3714167,0.22146,71.69,296.724285714,88.4714285714,15.8014285714,26.6,32.5,20.4,0
"313","iq",26,"2006-07-02",0.3118571,0.2039333,0.3360286,0.3046286,17.21,296.851428571,83.4671428571,15.02,27.2,33.4,19.8,1
"314","iq",27,"2006-07-09",0.3201714,0.2081,0.2921143,0.2326857,20.72,296.448571429,90.4328571429,16.0057142857,26.7,33,21.7,2
"315","iq",28,"2006-07-16",0.3499857,0.2920429,0.2884571,0.2949167,1.17,297.621428571,77.2714285714,14.4171428571,26.25,33.1,20.6,3
"316","iq",29,"2006-07-23",0.3602857,0.341,0.3629571,0.3211286,54.72,297.397142857,85.14,15.7885714286,27.4,34.1,19.9,2
"317","iq",30,"2006-07-30",0.3186857,0.3523429,0.3766429,0.2859,28.66,297.504285714,79.7428571429,14.88,26.6,32.6,18.5,2
"318","iq",31,"2006-08-06",0.2016857,0.1625571,0.2003286,0.2015571,44.96,297.51,88.7071428571,16.7071428571,27.225,34.2,19.7,2
"319","iq",32,"2006-08-13",0.4397857,0.3675857,0.3333143,0.3809857,11.79,297.5,79.2428571429,14.6314285714,27.6,33.9,19.4,2
"320","iq",33,"2006-08-20",0.2908,0.238675,0.2856571,0.3337,47.74,298.648571429,84.62,17.0657142857,27.6666666667,33.3,20.9,2
"321","iq",34,"2006-08-27",0.2736429,0.2089429,0.2408857,0.2427571,68.6,298.735714286,83.0471428571,16.6914285714,27.3,34.9,20.9,4
"322","iq",35,"2006-09-03",0.3097833,0.3501286,0.2846833,0.3948167,68,298.28,85.3728571429,16.7771428571,26.5,33.2,20.3,0
"323","iq",36,"2006-09-10",0.2277857,0.2833143,0.2443714,0.2834143,90.33,299.265714286,75.53,15.4571428571,27.42,34.1,20.6,6
"324","iq",37,"2006-09-17",0.28004,0.2367167,0.2361833,0.25855,111.87,297.802857143,77.2542857143,14.6428571429,28.35,35,17.8,3
"325","iq",38,"2006-09-24",0.3807286,0.3783667,0.3023,0.3075714,82.2,299.34,77.5142857143,15.91,27.9333333333,34.8,21.4,2
"326","iq",39,"2006-10-01",0.4655,0.2415429,0.4734,0.4934429,134.64,299.381428571,82.8457142857,17.2542857143,28.5666666667,35.2,22,6
"327","iq",40,"2006-10-08",0.35495,0.2479333,0.3508143,0.3139167,60.48,299.465714286,80.49,16.7385714286,28.7,35.9,21.1,2
"328","iq",41,"2006-10-15",0.1556167,0.19152,0.2151857,0.1546143,41.69,299.345714286,86.8528571429,18.4471428571,28.06,33.7,22.1,7
"329","iq",42,"2006-10-22",0.3215,0.2769,0.2100857,0.3337571,103.77,299.648571429,90.3785714286,19.5957142857,28.6,35.4,22.8,4
"330","iq",43,"2006-10-29",0.4882286,0.3681429,0.4377429,0.3788286,55.94,298.794285714,89.7,18.3114285714,27.56,33.8,19.8,6
"331","iq",44,"2006-11-05",0.3603286,0.2740143,0.3477143,0.3247857,67.5,300.467142857,82.9342857143,18.63,28.8333333333,35.7,22,6
"332","iq",45,"2006-11-12",0.2951286,0.2463857,0.3020714,0.277,80.25,299.432857143,92.0885714286,19.7314285714,28.25,33.9,22.4,2
"333","iq",46,"2006-11-19",0.3191429,0.1862857,0.2737,0.2470286,86.65,297.295714286,94.44,17.7914285714,27.6,33.2,21.8,13
"334","iq",47,"2006-11-26",0.3405571,0.2662571,0.3427286,0.3283857,43.59,298.098571429,94.3028571429,18.6385714286,27,32.3,22.5,10
"335","iq",48,"2006-12-03",0.1504714,0.1515714,0.1926,0.1557286,75.33,299.197142857,89.55,18.7442857143,27.9,34.9,22.9,5
"336","iq",49,"2006-12-10",0.4470833,0.3015143,0.3405714,0.4276,99.89,298.202857143,96.7957142857,19.4257142857,28.4,33.7,23.2,2
"337","iq",50,"2006-12-17",0.3785,0.3020333,0.3492286,0.4147857,157.75,298.158571429,95.8757142857,19.1114285714,NA,33.8,NA,0
"338","iq",51,"2006-12-24",0.32782,0.26192,0.3814667,0.35295,111.48,297.68,95.0785714286,18.3585714286,NA,32.9,23.5,1
"339","iq",1,"2007-01-01",0.2201167,0.1589571,0.1905714,0.1324,79.94,297.288571429,95.9271428571,18.1442857143,26.6,31.9,21.5,0
"340","iq",2,"2007-01-08",0.1732857,0.2069333,0.1343,0.2379571,37.06,297.104285714,96.2385714286,17.9628571429,26.825,31.7,22.9,14
"341","iq",3,"2007-01-15",0.2719,0.2938,0.2094143,0.2523,126.89,297.387142857,94.6471428571,17.9757142857,27.775,33.4,22.2,6
"342","iq",4,"2007-01-22",0.1936714,0.1394714,0.2619,0.3068571,95.47,297.614285714,96.9971428571,18.6885714286,27.7,33.6,22,10
"343","iq",5,"2007-01-29",0.1744143,0.1805,0.1590714,0.2003143,83.7,298.144285714,93.1357142857,18.4142857143,27.725,35,22.3,5
"344","iq",6,"2007-02-05",0.3175,0.4014857,0.3285429,0.4429286,61.8,298.33,87.53,17.3228571429,28.6,35.4,22.4,12
"345","iq",7,"2007-02-12",0.2858,0.2957,0.2570286,0.3195714,14.19,299.171428571,75.8042857143,15.6857142857,28.85,36.7,21.4,9
"346","iq",8,"2007-02-19",0.2570143,0.1182333,0.1790857,0.2372286,25.7,300.565714286,72.4457142857,15.9185714286,28.74,36.2,21.2,5
"347","iq",9,"2007-02-26",0.1735,0.1996333,0.1745,0.1659167,55.56,299.058571429,78.5857142857,16.02,28.56,35.8,20.4,11
"348","iq",10,"2007-03-05",0.216,0.2136,0.1889143,0.2275286,117.07,297.45,94.3485714286,17.9114285714,27.3,33,21.9,2
"349","iq",11,"2007-03-12",0.3033167,0.2850333,0.2571429,0.2926143,55.47,296.951428571,96.5228571429,17.8814285714,28,33.1,21.7,6
"350","iq",12,"2007-03-19",0.21324,0.2231286,0.2643714,0.2218286,150.33,297.684285714,90.8585714286,17.47,27,33.9,21.7,7
"351","iq",13,"2007-03-26",0.2386714,0.2447429,0.2162286,0.2591857,93.14,297.835714286,93.5857142857,18.2142857143,28.25,34.6,21.5,6
"352","iq",14,"2007-04-02",0.2381,0.1912,0.2749571,0.2738,97.04,297.717142857,95.82,18.5942857143,27.2666666667,34,22.6,5
"353","iq",15,"2007-04-09",0.1525167,0.1494857,0.2294143,0.1575571,98.94,297.555714286,95.5271428571,18.3285714286,27.85,34.4,21.3,9
"354","iq",16,"2007-04-16",0.1430857,0.2071571,0.1684571,0.2743143,93.62,297.031428571,94.7214285714,17.5514285714,27.4,33.5,22.1,5
"355","iq",17,"2007-04-23",0.2713714,0.1836571,0.203,0.3006,157.86,297.342857143,95.5257142857,18.1042857143,27.0333333333,34.1,22,8
"356","iq",18,"2007-04-30",0.1947143,0.1541,0.2957143,0.1730857,103.39,297.225714286,93.47,17.5171428571,27.85,33,21,3
"357","iq",19,"2007-05-07",0.1582571,0.1622857,0.1830714,0.2322714,89.15,296.905714286,95.0371428571,17.6114285714,28.1,33.5,21.5,4
"358","iq",20,"2007-05-14",0.1701857,0.1714,0.162,0.2290714,45.23,295.595714286,91.8328571429,15.6485714286,28.1,32.5,19,11
"359","iq",21,"2007-05-21",0.3646143,0.2568286,0.3299,0.3496857,64.11,297.232857143,94.8528571429,17.7185714286,28.25,33.8,21.7,5
"360","iq",22,"2007-05-28",0.09005714,0.08222857,0.1110571,0.06474286,76.68,296.178571429,89.28,15.74,24.7,32.8,17.5,8
"361","iq",23,"2007-06-04",0.2085,0.25695,0.2148833,0.2338571,39.11,296.861428571,91.72,16.7271428571,26.5,31.3,20.4,4
"362","iq",24,"2007-06-11",0.3420714,0.2853,0.3405571,0.3012286,54.78,296.65,91.4585714286,16.3885714286,26.6,32.6,20.7,3
"363","iq",25,"2007-06-18",0.1667,0.1207857,0.1729714,0.1659,78.83,296.118571429,94.0657142857,16.4228571429,25.9666666667,32,21.2,1
"364","iq",26,"2007-06-25",0.1534571,0.1744571,0.2022143,0.1292571,11.41,296.571428571,92.6714285714,16.6314285714,26.5666666667,31.7,20.7,2
"365","iq",27,"2007-07-02",0.1814429,0.2692286,0.1934571,0.2099429,1.59,296.828571429,78.0742857143,13.8042857143,25.9,32,19.6,3
